OBJECTID,EoICode,StationNam,Longitude,Latitude,Altitude,StationTyp,StationAre,avg15
333,ES1752A,TORREJON DE ARDOZ,-3.48417,40.455,581,background,suburban,9.272346
334,ES1809A,VALDEMORO,-3.67972,40.18528,610,background,suburban,12.140876
335,ES1818A,TOLEDO2,-4.02083,39.86806,500,background,urban,11.965899
336,ES1838A,ALGETE,-3.50306,40.59333,721,background,suburban,6.545989
337,ES1856A,Barcelona (parc de la Vall d'Hebron),2.147992,41.426077,136,background,urban,15.321534
338,ES1868A,COMPOSTELA,-8.559167,42.875833,220,background,urban,7.301614
339,ES1885A,VALČNCIA-POLITČCNIC,-0.336389,39.480278,7,background,urban,12.099082
340,ES1890A,ALCORCÓN,-3.83389,40.34194,693,background,urban,8.019741
341,ES1914A,ELDA-LACY,-0.803333,38.454722,355,background,suburban,9.289138
342,ES1915A,ALACANT-FLORIDA-BABEL,-0.506667,38.340278,55,background,urban,12.634615
343,ES1937A,MENDEZ ALVARO,-3.686667,40.398056,609,background,urban,11.917005
344,ES1957A,TORRE DE HÉRCULES,-8.408889,43.3825,25,background,suburban,16.062731
345,ES1974A,MONTEVIL,-5.67065,43.516588,51,background,suburban,10.773827
346,ES1997A,PLASENCIA,-6.14722,40.07778,181,background,suburban,7.034714
347,FI00280,Tirilä Pekkasenkatu,28.24585,61.05748,91,background,suburban,7.017104
348,FI00363,Kasarmipuisto,27.66952,62.8936,112,background,urban,4.539228
349,FI00425,Kallio 2,24.9506,60.18739,21,background,urban,5.415536
350,FI00586,Vaasa vesitorni,21.60407,63.10121,16,background,urban,4.354429
351,FI00761,Nahkurintori 2,24.06287,60.25145,56,background,urban,4.460459
352,FI00781,Vartiokylä Huivipolku,25.10244,60.22393,25,background,suburban,6.839457
353,FI00801,Kaleva,23.80221,61.4991,109,background,urban,5.945455
354,FR01011,Metz-Centre,6.180831,49.119427,192,background,urban,15.01001
355,FR01020,Thionville-Centre,6.156945,49.358314,154,background,urban,14.09636
356,FR02020,Rognac les Brets,5.219724,43.51056,45,background,suburban,12.691131
357,FR04002,GENNEVILLIERS,2.294719,48.929692,28,background,urban,13.264381
358,FR04024,GONESSE,2.44472,48.990856,65,background,suburban,13.844158
359,FR04034,VITRY-SUR-SEINE,2.375801,48.775773,95,background,urban,13.648356
360,FR04143,PARIS Centre,2.350999,48.858998,37,background,urban,14.266079
361,FR04156,BOBIGNY,2.4525,48.902477,51,background,urban,13.432214
362,FR04181,RAMBOUILLET,1.830533,48.63373,164,background,suburban,11.77751
363,FR05090,Le Havre ville-haute,0.100645,49.514695,92,background,urban,10.268031
364,FR06001,Valenciennes Acacias,3.508038,50.35853,43,background,urban,14.247516
365,FR06009,Cambrai Gambetta,3.236064,50.172479,59,background,urban,12.300589
366,FR07004,Montferrand,3.11383,45.797264,340,background,urban,11.424204
367,FR08016,Prés Arčnes,3.886893,43.591552,8,background,urban,14.051007
368,FR08020,Lunel,4.088422,43.675749,10,background,suburban,11.80413
369,FR08252,GARNOR03,4.697362,44.053531,83,background,suburban,14.732841
370,FR08714,Les Carmes,2.899699,42.695777,25,background,urban,10.047503
371,FR09003,place de VERDUN,-1.153599,46.162573,10,background,urban,10.455317
372,FR09019,Ecole Jules Ferry,-0.458889,46.329562,48,background,urban,11.060378
373,FR09103,Square Pablo Casals,0.167167,45.647439,83,background,urban,11.263739
374,FR09203,Place Orbigny LR,-1.211207,46.161639,10,background,urban,10.200199
375,FR10004,Malo-les-Bains,2.420043,51.048572,8,background,urban,11.856743
376,FR10016,Calais Berthelot,1.843082,50.947317,4,background,urban,10.783774
377,FR10029,Cappelle,2.36627,50.995965,2,background,suburban,13.016788
378,FR11025,Lille Fives,3.090312,50.628039,25,background,urban,15.476296
379,FR12030,BERTHELOT,1.443889,43.587193,150,background,urban,11.859996
380,FR14012,Jean d Aulan,4.020554,49.224145,93,background,urban,13.463603
381,FR14042,St DIZIER L. Michel,4.966111,48.645839,147,background,urban,11.944279
382,FR15043,Grenoble Les Frenes,5.735599,45.161929,214,background,urban,15.824027
383,FR16038,STG Est,7.766331,48.570346,139,background,urban,17.091193
384,FR16066,Mulhouse Sud 2,7.309079,47.737411,250,background,urban,14.391216
385,FR18042,P. Roth St Quentin,3.283998,49.851339,95,background,urban,13.069344
386,FR18043,Faiencerie Creil,2.4744,49.259568,34,background,urban,11.84155
387,FR18053,St Pierre Amiens,2.304601,49.902514,28,background,urban,12.436338
388,FR19012,Brest Mace,-4.486815,48.386397,48,background,urban,9.130502
389,FR19032,Lorient B. Bissonnet,-3.394805,47.742485,29,background,urban,8.986247
390,FR19033,Vannes UTA,-2.763892,47.648889,17,background,urban,6.97379
391,FR20046,VAULX EN VELIN,4.924699,45.778911,173,background,urban,14.267857
392,FR20061,VILLEFRANCHE Village,4.719281,45.9864,204,background,urban,15.162516
393,FR20062,LYON Centre,4.854217,45.757731,160,background,urban,17.283563
394,FR22054,Station de FORBACH,6.910865,49.187404,233,background,urban,13.107667
395,FR23110,LEON BLUM,-2.249858,47.264106,25,background,urban,9.532049
396,FR23120,BEAUX ARTS,-0.556053,47.468541,47,background,urban,12.315558
397,FR23182,SOURCES,0.221422,47.97105,85,background,urban,13.002057
398,FR23188,CIM BOUTEILLERIE,-1.537503,47.222514,18,background,urban,13.647651
399,FR24018,MANOSQUE,5.785833,43.835302,371,background,urban,12.479338
400,FR24033,GAP COMMANDERIE,6.07306,44.555222,741,background,urban,14.689587
401,FR24036,NICE ARSON,7.286262,43.702057,9,background,urban,14.284461
402,FR25036,Espace du Palais,1.09369,49.442438,17,background,urban,13.04293
403,FR26005,Station PEJOCES,5.066112,47.308041,255,background,urban,13.484743
404,FR26019,Station AUXERRE,3.576391,47.800566,96,background,urban,11.705437
405,FR28028,Bethune Stade,2.635693,50.535404,26,background,urban,14.057797
406,FR29424,SAINT ETIENNE SUD,4.395421,45.420088,552,background,urban,8.417138
407,FR29426,SAINT-CHAMOND,4.515004,45.475296,366,background,urban,13.46916
408,FR30034,Nancy-Charles III,6.190434,48.688199,200,background,urban,13.95688
409,FR31013,BILLERE,-0.391111,43.310806,195,background,urban,10.606602
410,FR31016,SAINT-CROUTS,-1.488059,43.479736,35,background,urban,11.514683
411,FR31036,DAX,-1.038614,43.70472,14,background,urban,13.87172
412,FR32007,Le Creusot Molette,4.417501,46.802215,350,background,urban,11.153179
413,FR33101,PASTEUR,5.928333,45.564735,280,background,urban,15.848167
414,FR33201,LOVERCHY,6.118336,45.895257,453,background,urban,17.685987
415,FR33211,ANNEMASSE,6.24056,46.19585,441,background,urban,15.527387
416,FR34014,St Jean,1.966259,47.917375,111,background,urban,13.195039
417,FR34024,Joué lčs Tours,0.653776,47.344149,85,background,urban,13.412708
418,FR34034,Vierzon,2.072997,47.222026,115,background,urban,12.230161
419,FR34042,Lucé,1.468772,48.439286,158,background,urban,10.002186
420,FR35003,LIMOGES - Présidial,1.256878,45.831075,301,background,urban,10.402739
421,FR36002,Valence Urb. Centre,4.893483,44.93351,125,background,urban,16.58613
422,FR41017,BASTIA MONTESORO,9.434646,42.671343,47,background,suburban,9.187283
423,FR82006,Besancon Prevoyance,6.015416,47.2474,321,background,urban,15.034951
424,FR82010,Montbéliard centre,6.794003,47.510303,331,background,urban,13.62339
425,FR82050,Lons-le-Saunier CV,5.556808,46.671325,261,background,urban,12.420192
426,GB0566A,London Bloomsbury,-0.125889,51.52229,20,background,urban,10.928548
427,GB0567A,Belfast Centre,-5.928833,54.59965,10,background,urban,9.030004
428,GB0580A,Cardiff Centre,-3.17625,51.48178,12,background,urban,9.5591
429,GB0584A,Leeds Centre,-1.546472,53.80378,78,background,urban,11.433325
430,GB0586A,London Eltham,0.070766,51.45258,60,background,suburban,10.512368
431,GB0598A,Southampton Centre,-1.395778,50.90814,7,background,urban,9.960425
432,GB0608A,London Bexley,0.184806,51.46603,13,background,suburban,10.491823
433,GB0613A,Manchester Piccadilly,-2.237881,53.48152,45,background,urban,10.47755
434,GB0620A,London N. Kensington,-0.213492,51.52105,5,background,urban,9.7907
435,GB0643A,Leamington Spa,-1.533119,52.28881,175,background,urban,12.262142
436,GB0646A,Nottingham Centre,-1.146447,52.95473,41,background,urban,11.497954
437,GB0658A,Stoke-on-Trent Centre,-2.175133,53.02821,172,background,urban,11.691325
438,GB0660A,Salford Eccles,-2.334139,53.48481,30,background,urban,10.586222
439,GB0673A,Derry,-7.329115,55.001225,32,background,urban,11.752537
440,GB0728A,Southend-on-Sea,0.678408,51.544206,37,background,urban,10.624283
441,GB0729A,Aberdeen,-2.094278,57.15736,20,background,urban,8.038827
442,GB0730A,Wirral Tranmere,-3.022722,53.37287,38,background,urban,7.203831
443,GB0731A,Preston,-2.680353,53.76559,40,background,urban,9.953742
444,GB0733A,Portsmouth,-1.068583,50.82881,5,background,urban,10.395696
445,GB0741A,Bournemouth,-1.826744,50.73957,30,background,urban,7.486961
446,GB0743A,London Westminster,-0.131931,51.49467,5,background,urban,9.590462
447,GB0776A,Hull Freetown,-0.341222,53.74878,4,background,urban,10.877774
448,GB0839A,Edinburgh St Leonards,-3.182186,55.945589,81,background,urban,6.386624
449,GB0840A,Reading New Town,-0.944067,51.45309,58,background,urban,7.420871
450,GB0851A,Birmingham Tyburn,-1.830583,52.511722,93,background,urban,9.545399
451,GB0860A,Brighton Preston Park,-0.147572,50.840836,10,background,urban,9.318762
452,GB0863A,Sunderland Silksworth,-1.406878,54.88361,110,background,urban,7.103531
453,GB0864A,Wigan Centre,-2.638139,53.54914,45,background,urban,10.764287
454,GB0882A,Blackpool Marton,-3.007175,53.80489,16,background,urban,8.477523
455,GB0884A,Bristol St Pauls,-2.584482,51.462839,15,background,urban,10.24675
456,GB0918A,York Bootham,-1.086514,53.967513,15,background,urban,10.189576
457,GB0920A,Oxford St Ebbes,-1.260278,51.744806,58,background,urban,10.11053
458,GB0959A,London Harrow Stanmore,-0.298777,51.617333,79,background,urban,10.828675
459,GB0962A,Newport,-2.977281,51.601203,24,background,urban,9.568158
460,GB0995A,Norwich Lakenfields,1.301976,52.614193,36,background,urban,11.945411
461,GB1013A,Birmingham Acocks Green,-1.829999,52.437165,134,background,urban,8.996075
462,GB1019A,Northampton Kingsthorpe,-0.879898,52.271886,128,background,urban,6.794377
463,GB1025A,London Teddington Bushy Park,-0.345606,51.425286,11,background,urban,9.67155
464,GB1026A,Leicester University,-1.127311,52.619823,83,background,urban,12.019491
465,GB1028A,Glasgow Townhead,-4.243631,55.865782,40,background,urban,6.546663
466,GB1034A,Coventry Allesley,-1.560228,52.411563,98,background,urban,10.939653
467,GR0035A,LYKOVRISI,23.776886,38.069633,210,background,suburban,16.446809
468,HR0021A,"ZAGREB PPI PM2,5 - Ksaverska cesta - RH0121 - HR0021A; Državna mreža za trajno pracenje kvalitete zr",15.978394,45.834372,0,background,urban,20.816775
469,HR0022A,"Split-1 - SD0203 - HR0022A; Mjerna mreža Cemex Hrvatska d.o.o.",16.449342,43.510653,0,background,urban,10.839764
470,CH0005A,Dübendorf-EMPA,8.613397,47.402916,432,background,suburban,10.918156
471,CH0010A,Zürich-Kaserne,8.530411,47.377617,409,background,urban,11.771429
472,CH0011A,Lugano-Universitŕ,8.957174,46.011111,280,background,urban,13.176438
473,IE003AP,Dublin Finglas Mellowes Road,-6.305266,53.39025,10,background,suburban,8.137651
474,IE0106A,Dublin Marino Brian Road,-6.225,54.361111,20,background,suburban,7.801538
475,IE0110A,Cork Ballinlough Heatherton Park,-8.456667,51.881944,12,background,suburban,6.829863
476,IE0141A,Wicklow Bray Wurzburg Road,-6.121667,53.187222,47.32,background,suburban,6.562644
477,IS0006A,Reykjavik Husdyragardurinn,-21.873348,64.138883,19,background,urban,9.942876
478,IS0037A,Kópavogur Dalsmári,-21.888979,64.104969,0,background,suburban,4.757997
479,IT0459A,CHIARAVALLE2,13.34194,43.59889,15,background,suburban,15.260284
480,IT0499A,LA1 Laces,10.85907,46.61949,640,background,urban,16.021639
481,IT0591A,ROVERETO LGP,11.03941,45.89244,200,background,urban,15.861111
482,IT0703A,BORGO VAL,11.45389,46.05184,380,background,suburban,19.961988
483,IT0707A,BERGAMO - VIA MEUCCI,9.643889,45.690278,249,background,urban,25.672981
484,IT0804A,CITTADELLA,10.33167,44.79361,60,background,urban,21.470914
485,IT0858A,QUARTO - GENOVA,8.992222,44.396389,85,background,urban,12.044985
486,IT0862A,FI-BASSI,11.2875,43.78667,61,background,urban,15.642424
487,IT0892A,GIARDINI MARGHERITA,11.355,44.48333,43,background,urban,18.206687
488,IT0903A,CASTELLARANO,10.733889,44.516111,150,background,suburban,19.587896
489,IT0912A,PAVIA - VIA FOLPERTI,9.164722,45.193889,77,background,urban,23.245029
490,IT0940A,S. LAZZARO,10.664722,44.690833,50,background,urban,20.714681
491,IT0950A,AR-ACROPOLI,11.88889,43.46111,260,background,urban,16.205797
492,IT0953A,VILLA ADA,12.506944,41.932778,50,background,urban,16.130435
493,IT0956A,CINECITTA,12.568611,41.857778,53,background,urban,21.762712
494,IT0957A,TENUTA DEL CAVALIERE,12.659167,41.931389,48,background,suburban,18.155556
495,IT0963A,VE - Parco Bissuola,12.262222,45.499167,1,background,urban,28.423729
496,IT0966A,CAIROLI,13.240556,46.066111,100,background,urban,18.531698
497,IT0983A,AOSTA (PIAZZA PLOUVES),7.32417,45.73583,581,background,urban,11.853933
498,IT1030A,PARCO BUCCI,11.87056,44.28333,35,background,urban,14.008746
499,IT1037A,TRENTO PSC,11.1262,46.06293,203,background,urban,16.063361
500,IT1043A,MARECCHIA,12.553333,44.0625,6,background,urban,22.791429
501,IT1048A,PARCO RESISTENZA,12.048889,44.219167,29,background,urban,17.093294
502,IT1065A,BASSANO DEL GRAPPA,11.736667,45.760833,114,background,urban,20.442857
503,IT1110A,PI-PASSI,10.401667,43.738889,5,background,urban,16.962536
504,IT1128A,Borgaro T. - Caduti,7.65804,45.15464,257,background,suburban,26.382789
505,IT1177A,VI - Quartiere Italia,11.539722,45.560556,36,background,urban,29.216138
506,IT1180A,CORTONESE,12.36611,43.10306,290,background,urban,20.089783
507,IT1184A,LATINA SCALO,12.946111,41.531389,18,background,suburban,15.528736
508,IT1186A,LU-VIAREGGIO,10.245,43.883889,3,background,urban,17.667606
509,IT1187A,LU-CAPANNORI,10.573889,43.840833,10,background,urban,25.087571
510,IT1204A,CAORLE,12.225556,44.42,4,background,urban,19.40634
511,IT1222A,SAN DONA' DI PIAVE,12.591667,45.630278,3,background,urban,23.456044
512,IT1247A,Biella - Sturzo,8.05639,45.55882,405,background,urban,15.779944
513,IT1328A,CONEGLIANO,12.308056,45.890556,72,background,urban,23.345506
514,IT1343A,VR - Cason,10.912222,45.4625,91,background,suburban,26.40407
515,IT1365A,BORGO RIVO,12.62361,42.58194,156,background,urban,23.597765
516,IT1385A,DARFO_2,10.1775,45.873889,226,background,suburban,26.752312
517,IT1388A,PONTI SUL MINCIO,10.69194,45.41083,113,background,suburban,27.587592
518,IT1453A,PD - Mandria,11.841944,45.371944,13,background,urban,31.25
519,IT1510A,Verbania - Gabardi,8.56548,45.93034,203,background,urban,12.836676
520,IT1529A,Cuneo - Alpini,7.5382,44.38175,550,background,urban,16.387283
521,IT1532A,Borgosesia - Tonella,8.28353,45.71317,344,background,urban,16.571031
522,IT1536A,MAGGIOLINA - LA SPEZIA,9.842778,44.117778,6,background,urban,14.185908
523,IT1557A,LI-CAPPIELLO,10.321667,43.52,13,background,urban,10.670423
524,IT1576A,CENPS7,8.386111,39.203333,25,background,suburban,17.74
525,IT1590A,TV - Via Lancieri di Novara,12.238611,45.6725,15,background,urban,26.501424
526,IT1593A,GR-URSS,11.11917,42.77861,10,background,urban,10.985755
527,IT1594A,BL - Cittŕ,12.216944,46.141389,401,background,urban,14.539945
528,IT1619A,AREA FELTRINA,11.905833,46.030833,263,background,suburban,21.339031
529,IT1650A,SARONNO - SANTUARIO,9.024167,45.626944,212,background,urban,24.721369
530,IT1654A,PO-ROMA,11.09194,43.87278,54,background,urban,20.270423
531,IT1666A,Campi Salentina,18.02972,40.40444,10,background,suburban,18.237104
532,IT1692A,MILANO PASCAL CITTŕ STUDI,9.23583,45.47833,122,background,urban,31.901896
533,IT1696A,LS1 Laives,11.33944,46.43444,230,background,suburban,15.372806
534,IT1737A,BRESCIA VILLAGGIO SERENO,10.219444,45.515278,70,background,urban,29.066077
535,IT1739A,CREMONA VIA FATEBENEFRATELLI,10.045833,45.142222,45,background,urban,30.006571
536,IT1743A,MONZA - VIA  MACHIAVELLI,9.27444,45.58111,162,background,urban,27.024926
537,IT1771A,PARCO FERRARI,10.90633,44.65061,34,background,urban,22.160221
538,IT1788A,Ivrea - Liberazione,7.87804,45.4512,240,background,suburban,23.772861
539,IT1826A,LECCO VIA SORA,9.395833,45.849444,267,background,urban,15.812325
540,IT1830A,Alessandria - Volta,8.6232,44.9203,91,background,urban,24.369863
541,IT1836A,CIPRO,12.4475,41.906389,31,background,urban,17.470423
542,IT1843A,MONTICELLI,13.61944,42.84861,150,background,urban,12.446512
543,IT1860A,Piazza Vittoria,12.73722,42.73972,319,background,urban,13.835196
544,IT1868A,MANTOVA SANT'AGNESE,10.795556,45.160556,22,background,urban,27.225808
545,IT1876A,CALUSCO,9.466667,45.683333,273,background,suburban,24.301943
546,IT1878A,Vercelli - CONI,8.40236,45.31891,131,background,suburban,26.541899
547,IT1883A,VARALDO - SAVONA,8.485556,44.315278,55,background,urban,12.594153
548,IT1901A,PIAZZA 40 MARTIRI,12.57639,43.35278,498,background,urban,16.910448
549,IT1906A,ARENULA,12.475278,41.893889,31,background,urban,16.896359
550,IT1908A,SAVIGNANO,12.4025,44.095833,32,background,suburban,19.534286
551,IT1918A,VILLA FULVIA,11.649722,44.825,9,background,urban,19.387187
552,IT1938A,Cittŕ dei ragazzi,16.24517,39.3134,230,background,urban,13.485074
553,IT1940A,Locri,16.25518,38.22976,11,background,urban,13.020991
554,IT1947A,CENSA3,9.008889,39.066667,56,background,urban,12.468866
555,IT1965A,LODI S.ALBERTO,9.495286,45.302787,76,background,urban,26.504819
556,IT1967A,SONDRIO - VIA PARIBELLI,9.88028,46.16861,290,background,urban,21.683129
557,IT1975A,PARCO MONTECUCCO,9.669167,45.038333,61,background,urban,24.078313
558,IT1993A,CENMO1,9.136389,39.260556,15,background,urban,11.979769
559,IT2003A,stadio casardi,16.28611,41.31667,15,background,urban,15.486065
560,IT2009A,CENS16,8.576111,40.724444,275,background,suburban,6.486389
561,IT2010A,CENPT1,8.405278,40.831389,16,background,urban,9.336517
562,IT2012A,MALAGROTTA,12.345,41.875556,55,background,suburban,17.070988
563,IT2013A,FROSINONE MAZZINI,13.323333,41.638889,255,background,urban,25.58651
564,IT2028A,Villa Comunale,15.63879,38.10495,20,background,urban,11.089119
565,IT2031A,Gioacchino da Fiore (via),17.11417,39.06808,37,background,urban,18.071562
566,IT2032A,SI-POGGIBONSI,11.14194,43.47278,105,background,urban,13.27762
567,IT2073A,PARCO EDILCARANI,10.79139,44.53944,118,background,urban,18.09621
568,IT2087A,Municipio,16.29517,38.95955,140,background,suburban,12.697797
569,IT2089A,Parco della biodiversitŕ mediterranea,16.57925,38.918288,370,background,urban,9.096707
570,IT2100A,Magione,12.205833,43.133056,242,background,suburban,15.741667
571,IT2101A,Chieri - Bersezio,7.83748,45.00276,271,background,suburban,24.154519
572,IT2104A,Trivero - Ronco,8.15981,45.66423,666,background,suburban,13.470255
573,IT2105A,C Castello,12.245833,43.456944,284,background,urban,20.144928
574,IT2109A,Amelia,12.419722,42.551944,329,background,urban,13.823529
575,IT2110A,Acri,16.3868,39.48963,758,background,urban,15.727735
576,IT2112A,Rocca di Neto,17.01034,39.18752,71,background,suburban,16.221457
577,IT2113A,Ciconia2,12.136667,42.737222,143,background,suburban,12.063218
578,IT2117A,Leině (ACEA) - Grande Torino,7.71158,45.17635,246,background,suburban,30.376471
579,IT2134A,Narni Scalo,12.52194,42.53417,95,background,suburban,19.925714
580,IT2148A,Ceglie Messapica,17.5125,40.64917,100,background,suburban,16.465388
581,IT2168A,Torino Lingotto,7.64905,45.02494,243,background,urban,27.160256
582,IT2233A,Aosta Liconi,7.329645,45.734306,583,background,urban,13.823171
583,LT00002,Vilnius - Lazdynai,25.210835,54.686111,170,background,urban,10.65067
584,LT00021,N.Akmene,22.87084,56.31944,75,background,urban,7.830097
585,LT00044,Kaunas - Noreikiskes,23.835835,54.883614,73,background,urban,9.907301
586,LU0101A,Luxembourg Bonnevoie,6.13759,49.59769,275,background,urban,11.669167
587,LU0102A,Esch/Alzette,5.97694,49.50504,287,background,urban,12.02807
588,LV0022A,Ventspils parventa,21.590317,57.403997,1,background,urban,12.312014
589,LV0026A,Riga Kronvalda boulevard,24.104756,56.954847,3,background,urban,15.917079
590,MT00004,Zejtun Station,14.538963,35.852321,56,background,urban,12.476221
591,NL00014,Amsterdam-Vondelpark,4.808897,52.359997,2,background,urban,12.448128
592,NL00016,Amsterdam-Westerpark,4.870003,52.393059,3,background,urban,11.538978
593,NL00241,Breda-Bastenakenstraat,4.780847,51.603333,1,background,suburban,12.352135
594,NL00247,Veldhoven-Europalaan,5.393333,51.407501,22,background,urban,10.673576
595,NL00488,Rotterdam Zuid-Zwartewaalstraat,4.4875,51.89389,0,background,urban,12.640694
596,NL00494,Schiedam-Alphons Arienstraat,4.401389,51.921111,3,background,urban,13.344757
597,NL00643,Utrecht-Griftpark,5.128334,52.102222,2,background,urban,14.21835
598,NL00701,Zaandam-Wagenschotpad,4.816667,52.450001,1,background,urban,12.803076
599,NL00742,Nijmegen-Ruyterstraat,5.858061,51.838889,30,background,urban,12.125276
600,NL00938,Groningen-Nijensteinheerd,6.608897,53.246944,-1,background,suburban,11.518471
601,NO0015A,Rĺdhuset,5.32805,60.39213,5,background,urban,6.762815
602,NO0065A,Vĺland,5.73147,58.96173,34,background,suburban,7.309426
603,NO0073A,Sofienbergparken,10.76573,59.92295,24,background,urban,8.825313
604,NO0075A,Lillehammer barnehage,10.46563,61.12087,212,background,suburban,6.644817
605,NO0080A,Řyekast,9.64217,59.1292,31,background,suburban,7.134425
606,NO0089A,Torvet,10.39355,63.43038,30,background,urban,4.731638
607,PL0008A,"Katowice, ul. Kossutha 6",18.975028,50.264611,273,background,urban,27.273273
608,PL0052A,AM8 Gdansk Wrzeszcz,18.620274,54.380279,40,background,urban,12.897218
609,PL0071A,Torun POLICJA,18.666103,53.028647,64,background,urban,18.868486
610,PL0075A,Wloclawek Sielska DMD,19.036386,52.664721,57,background,suburban,18.383501
611,PL0079A,BialaP-Orzechowa,23.149389,52.029194,144,background,urban,26.346154
612,PL0081A,Chelm ul. Jagiellonska,23.514603,51.13095,190,background,suburban,27.2
613,PL0085A,Lublin Ul. Sliwinskiego,22.551675,51.273078,207,background,urban,21.293151
614,PL0091A,Zamosc ul. Hrubieszowska 69A,23.290247,50.716628,226,background,urban,23.956164
615,PL0096A,Lódz-Widzew,19.529786,51.75805,235,background,urban,22.134072
616,PL0100A,Lódz-Legionów 1,19.452936,51.776417,206,background,urban,29.728571
617,PL0115A,Zgierz-Sródmiescie,19.421231,51.856692,189,background,urban,20.457289
618,PL0129A,Legionowo-Zegrzynska,20.955928,52.407578,91,background,suburban,32.175951
619,PL0134A,Piastów-Pulaskiego,20.837489,52.191728,99,background,suburban,30.466363
620,PL0136A,Plock-Reja,19.709791,52.550938,101,background,urban,21.465559
621,PL0138A,Radom-Tochtermana,21.147474,51.399084,159,background,urban,28.090908
622,PL0141A,Warszawa-Ursynów,21.033819,52.160772,102,background,urban,21.181222
623,PL0143A,Warszawa-Targówek,21.042458,52.290864,85,background,urban,23.627787
624,PL0144A,Zyrardów-Roosevelta,20.429892,52.053811,119,background,urban,30.140162
625,PL0148A,Bialystok-Miejska,23.155869,53.126689,145,background,urban,19.287655
626,PL0151A,Lomza Sikorskiego 48/94,22.054381,53.181394,128,background,urban,26.642072
627,PL0152A,"Suwalki, ul. Pulaskiego 73",22.934608,54.117878,179,background,urban,13.33061
628,PL0171A,AM11 Slupsk Kniaziewicza,17.046722,54.463611,25,background,urban,14.065972
629,PL0175A,WIOS Olsztyn ul. Puszkina,20.486075,53.789233,120,background,urban,16.745363
630,PL0176A,WIOS Ostróda ul. Chrobrego,19.969778,53.692469,120,background,urban,17.259802
631,PL0190A,Legnica - Rzeczypospolitej,16.180513,51.204503,122,background,urban,22.905817
632,PL0192A,Walbrzych - Wysockiego,16.269677,50.768729,424,background,urban,18.906728
633,PL0194A,Wroclaw - Korzeniowskiego,17.02925,51.129378,114,background,urban,23.967134
634,PL0198A,Zgorzelec - Bohaterów Getta,15.008175,51.150391,215,background,urban,18.416522
635,PL0213A,Zielona Góra ul. Krótka,15.518861,51.939783,150,background,urban,20.787204
636,PL0218A,K-Kozle automat 1,18.236575,50.349608,181,background,urban,27.025765
637,PL0238A,"Gliwice, ul. Mewy 34",18.655764,50.279333,236,background,urban,30.896265
638,PL0244A,WKPPoznan1,16.959519,52.398175,67,background,urban,24.35196
639,PL0248A,Szczecin_Andrzejewskiego,14.663347,53.380975,10,background,urban,15.355014
640,PL0276A,Nisko-Szklarniowa-WIOS,22.112467,50.529892,156,background,urban,22.990962
641,PL0283A,"Kielce, ul. Jagiellonska",20.604998,50.872549,275,background,urban,25.604647
642,PL0295A,WIOS Elblag ul. Bazynskiego,19.410942,54.167847,15,background,urban,14.942473
643,PL0398A,Plock-Gimnazjum,19.687672,52.556279,97,background,urban,21.413407
644,PL0413A,Krosno-Kletówki,21.7497,49.690169,277,background,urban,24.474444
645,PL0489A,"Zory, Os. Gen. Wladyslawa Sikorskiego 52",18.691222,50.028681,260,background,urban,27.773988
646,PL0490A,Wroclaw - Na Grobli,17.059225,51.103456,119,background,urban,22.862136
647,PL0491A,"Bydgoszcz, ul. Berlinga",18.132111,53.151467,100,background,suburban,15.837606
648,PL0492A,Gorzów Wlkp. ul. Pilsudskiego,15.246294,52.747044,22,background,urban,16.646648
649,PL0493A,Radom-Hallera,21.171285,51.415324,156,background,urban,24.972535
650,PL0494A,Opole manualna 4,17.950278,50.676856,173,background,urban,21.215068
651,PL0495A,Rzeszów-Nowe Miasto,22.010575,50.024242,203,background,urban,22.787147
652,PL0496A,Bialystok-Warszawska,23.181744,53.129306,145,background,urban,21.247697
653,PL0497A,Zaspa,18.614333,54.398639,6,background,urban,14.212885
654,PL0498A,"Czestochowa, ul. Zana 6",19.106961,50.801918,262,background,urban,26.001714
655,PL0499A,"Bielsko-Biala, ul. Sternicza",19.023194,49.806389,372,background,urban,25.894944
656,PL0500A,Koszalin_Spasowskiego,16.193103,54.20705,45,background,urban,13.471781
657,PL0501A,"Kraków, ul. Bujaka",19.949189,50.010575,223,background,urban,33.717808
658,PL0502A,"Tarnów, ul. Bitwy pod Studziankami",21.004167,50.020169,228,background,urban,25.156742
659,PL0503A,WKPKalisz,18.048389,51.749053,132,background,urban,27.188195
660,PL0507A,Lublin ul. Obywatelska,22.569133,51.259431,191,background,urban,28.158287
661,PL0509A,Piotrków Tryb.-Krakowskie Przedmiescie,19.696956,51.404406,180,background,urban,31.571388
662,PL0517A,Kluczbork manualna 2,18.207575,50.972181,177,background,urban,20.310056
663,PL0518A,Jaslo-Sikorskiego-WIOS,21.454617,49.744886,223,background,urban,24.067817
664,PL0523A,"Busko-Zdrój, ul. Rokosza",20.715442,50.453653,212,background,urban,21.007445
665,PL0527A,"Godów, ul. Gliniki",18.471278,49.921875,204,background,urban,34.88745
666,PL0530A,"Tarnowskie Góry, ul. Litewska",18.829639,50.444736,319,background,urban,29.098494
667,PL0534A,Myslibórz_ZaBramka,14.862558,52.926189,62,background,urban,20.107374
668,PL0535A,Szczecinek_1Maja,16.692264,53.712097,134,background,urban,14.334493
